,Admission Date,Company Name,Ticker,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
1545,14/01/2013,SYSGROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,14.08
1546,13/12/2010,DORIC NIMROD AIR ONE LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,13.8
1547,12/03/1998,PENNANT INTERNATIONAL GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,13.8
1548,01/05/2008,PETRO MATAD LIMITED,,Energy,Energy,Isle of Man,Europe,AIM,No,13.8
1549,28/03/2007,STM GROUP PLC,,Financials,Financial Services,Isle of Man,Europe,AIM,No,13.66
1550,08/04/2005,RAMBLER METALS & MINING PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,13.61
1551,04/11/2019,ZAIM CREDIT SYSTEMS PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,13.55
1552,30/08/2005,ROTALA PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM,No,13.52
1553,24/10/1994,FILTRONIC PLC,,Telecommunications,Telecommunications,United Kingdom,Europe,AIM,No,13.51
1554,21/02/2018,TRUFIN PLC,,Financials,Financial Services,Jersey,Europe,AIM,No,13.34
1555,03/09/2015,PRAIRIE MINING LIMITED,,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET,Yes,13.27
1556,21/09/2017,ENTERTAINMENT AI PLC,,Consumer Discretionary,Media,United Kingdom,Europe,AIM,No,13.24
1557,23/06/2011,ZAMBEEF PRODUCTS PLC,,Consumer Staples,"Food, Beverage and Tobacco",Zambia,Africa,AIM,Yes,13.08
1558,08/12/2004,STAFFLINE GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,12.93
1559,23/12/2005,RECONSTRUCTION CAPITAL II LIMITED,,Financials,Financial Services,Cayman Islands,North America,AIM,Yes,12.92
1560,17/09/2010,WOODBOIS LIMITED,,Basic Materials,Basic Resources,Guernsey,Europe,AIM,No,12.92
1561,01/12/1987,MANAGEMENT CONSULTING GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,12.89
1562,18/11/2010,ZANAGA IRON ORE COMPANY LIMITED,,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM,Yes,12.87
1563,24/03/1999,BLUE PLANET INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,12.86
1564,29/09/2000,PCI-PAL PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,12.77
1565,04/04/2005,HARDIDE PLC,,Basic Materials,Chemicals,United Kingdom,Europe,AIM,No,12.75
1566,09/11/2017,AFRITIN MINING LIMITED,,Basic Materials,Basic Resources,Guernsey,Europe,AIM,No,12.74
1567,12/05/2016,GREEN & SMART HOLDINGS PLC,,Utilities,Utilities,Jersey,Europe,AIM,No,12.74
1568,16/12/2005,MC MINING LIMITED,,Energy,Energy,Australia,Pacific,AIM,Yes,12.7
1569,04/08/2017,INCE GROUP PLC (THE),,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,12.68
1570,19/07/2018,THEWORKS.CO.UK PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,12.47
1571,12/11/2009,M WINKWORTH PLC,,Real Estate,Real Estate,United Kingdom,Europe,AIM,No,12.41
1572,25/04/1996,BLUE PLANET FINANCIALS GROWTH AND INCOME INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,12.32
1573,01/06/2007,DRAGON-UKRAINIAN PROPERTIES & DEVELOPMENT PLC,,Real Estate,Real Estate,Isle of Man,Europe,AIM,No,12.3
1574,23/05/2011,CHINA NEW ENERGY LIMITED,,Industrials,Construction and Materials,Jersey,Europe,AIM,No,12.22
1575,30/06/2006,HML HOLDINGS PLC,,Real Estate,Real Estate,United Kingdom,Europe,AIM,No,12.17
1576,23/07/1964,INVESTMENT COMPANY PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,12.17
1577,17/03/2011,JERSEY OIL AND GAS PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,12.12
1578,19/04/2004,GCM RESOURCES PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,12.08
1579,13/07/2006,SOUND ENERGY PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,12.08
1580,27/07/2007,TERN PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,12.04
1581,03/07/2015,KCR RESIDENTIAL REIT PLC,,Real Estate,Real Estate,United Kingdom,Europe,AIM,No,11.99
1582,30/03/2015,WINDAR PHOTONICS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,11.94
1583,27/08/2010,TRI-STAR RESOURCES PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,11.9
1584,13/12/2006,ASIAMET RESOURCES LIMITED,,Basic Materials,Basic Resources,Bermuda,North America,AIM,Yes,11.83
1585,29/09/2006,HYDROGEN GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,11.83
1586,27/04/2016,BRIGHTON PIER GROUP PLC (THE),,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM,No,11.75
1587,27/10/2006,GATTACA PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,11.74
1588,15/03/2006,FASTFORWARD INNOVATIONS LIMITED,,Financials,Financial Services,Guernsey,Europe,AIM,No,11.71
1589,11/10/2004,SAREUM HOLDINGS PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,11.67
1590,07/10/2013,CHENAVARI CAPITAL SOLUTIONS LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,11.62
1591,02/08/2006,1PM PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,11.57
1592,31/03/2005,SOSANDAR PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,AIM,No,11.54
1593,24/06/2005,PROVIDENCE RESOURCES PLC,,Energy,Energy,Ireland,Europe,AIM,Yes,11.5
1594,21/12/2010,OMEGA DIAGNOSTICS GROUP PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,11.47
1595,15/09/2010,ARC MINERALS LIMITED,,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM,Yes,11.44
1596,31/12/2007,DEEPMATTER GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,11.42
1597,03/04/2018,RM ZDP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,11.36
1598,19/03/2014,GULF MARINE SERVICES PLC,,Energy,Energy,United Kingdom,Europe,MAIN MARKET,No,11.22
1599,13/02/2014,ACTUAL EXPERIENCE PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,11.13
1600,02/09/2005,CATALYST MEDIA GROUP PLC,,Telecommunications,Telecommunications,United Kingdom,Europe,AIM,No,11.04
1601,05/03/2018,GRC INTERNATIONAL GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,10.95
1602,16/11/2007,COLUMBUS ENERGY RESOURCES PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,10.91
1603,28/08/2014,AQUILA SERVICES GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,10.82
1604,17/07/2018,OKYO PHARMA LIMITED,,Health Care,Health Care,Guernsey,Europe,MAIN MARKET,No,10.82
1605,22/05/2017,GRAND FORTUNE HIGH GRADE LIMITED,,Financials,Financial Services,Cayman Islands,North America,MAIN MARKET,Yes,10.8
1606,09/12/2005,PLEXUS HOLDINGS PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,10.8
1607,13/11/1946,LONDON FINANCE & INVESTMENT GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,10.77
1608,04/04/2001,CHRYSALIS VCT PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,10.68
1609,11/06/2018,BLOCK ENERGY PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,10.65
1610,18/03/2013,DEKEL AGRI-VISION PLC,,Consumer Staples,"Food, Beverage and Tobacco",Cyprus,Europe,AIM,Yes,10.6
1611,04/08/2004,CRAVEN HOUSE CAPITAL PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,10.59
1612,17/03/2016,YU GROUP PLC,,Utilities,Utilities,United Kingdom,Europe,AIM,No,10.58
1613,14/12/2004,ARTEMIS VCT PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,10.5
1614,18/05/2012,ENTEQ UPSTREAM PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,10.48
1615,30/04/2018,KRM22 PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,10.39
1616,15/08/2001,LIVE COMPANY GROUP PLC,,Consumer Discretionary,Media,United Kingdom,Europe,AIM,No,10.35
1617,07/07/1998,SURGICAL INNOVATIONS GROUP PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,10.34
1618,01/07/1996,HEAVITREE BREWERY PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM,No,10.29
1619,13/04/2005,DOWNING THREE VCT PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,10.22
1620,02/07/2014,GLOBAL INVACOM GROUP LIMITED,,Telecommunications,Telecommunications,Singapore,Asia,AIM,Yes,10.19
1621,29/06/2017,ETHERNITY NETWORKS LTD,,Telecommunications,Telecommunications,Israel,Middle East,AIM,Yes,10.14
1622,18/12/2002,AORTECH INTERNATIONAL PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,10.13
1623,11/04/2016,BLUEBIRD MERCHANT VENTURES LTD,,Basic Materials,Basic Resources,British Virgin Islands,North America,MAIN MARKET,Yes,9.96
1624,13/02/2006,ARMADALE CAPITAL PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,9.95
1625,08/03/2006,MOBILE TORNADO GROUP PLC,,Telecommunications,Telecommunications,United Kingdom,Europe,AIM,No,9.87
1626,11/05/2012,CLUFF NATURAL RESOURCES PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,9.84
1627,04/04/2007,GENEDRIVE PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,9.76
1628,05/04/2017,INTEGUMEN PLC,,Consumer Staples,"Personal Care, Drug and Grocery Stores",United Kingdom,Europe,AIM,No,9.76
1629,25/04/2006,REDT ENERGY PLC,,Industrials,Industrial Goods and Services,Jersey,Europe,AIM,No,9.75
1630,03/08/2018,ARGO BLOCKCHAIN PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,9.69
1631,28/02/2007,INGENTA PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,9.65
1632,04/08/2011,MYCELX TECHNOLOGIES CORPORATION,,Energy,Energy,United States,North America,AIM,Yes,9.62
1633,21/12/2005,AIREA PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM,No,9.51
1634,29/03/2018,KORE POTASH PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,9.48
1635,23/05/2005,WORSLEY INVESTORS LIMITED,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,9.44
1636,20/06/2014,NOSTRUM OIL & GAS PLC,,Energy,Energy,United Kingdom,Europe,MAIN MARKET,No,9.41
1637,20/01/2014,PEBBLE BEACH SYSTEMS GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,9.35
1638,25/01/1996,TITON HOLDINGS PLC,,Industrials,Construction and Materials,United Kingdom,Europe,AIM,No,9.35
1639,17/06/2005,PETRA DIAMONDS LIMITED,,Basic Materials,Basic Resources,Bermuda,North America,MAIN MARKET,Yes,9.34
1640,19/12/2006,NORTHERN BEAR PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,9.33
1641,03/10/1995,PROTEOME SCIENCES PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,9.3
1642,23/06/2005,PROVEXIS PLC,,Consumer Staples,"Food, Beverage and Tobacco",United Kingdom,Europe,AIM,No,9.27
1643,17/05/2013,LEKOIL LIMITED,,Energy,Energy,Cayman Islands,North America,AIM,Yes,9.26
1644,07/05/2002,LPA GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,9.24
1645,30/01/2008,MANX FINANCIAL GROUP PLC,,Financials,Financial Services,Isle of Man,Europe,AIM,No,9.18
1646,13/02/2015,TAVISTOCK INVESTMENTS PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,9.12
1647,31/01/2019,STARCREST EDUCATION THE BELT & ROAD LIMITED,,Financials,Financial Services,Cayman Islands,North America,MAIN MARKET,Yes,9.06
1648,02/10/1995,WESTMOUNT ENERGY LIMITED,,Energy,Energy,Jersey,Europe,AIM,No,9.06
1649,30/04/2014,FIREANGEL SAFETY TECHNOLOGY GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,8.92
1650,16/04/2004,CROMA SECURITY SOLUTIONS GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,8.87
1651,20/04/2006,CAP-XX LIMITED,,Industrials,Industrial Goods and Services,Australia,Pacific,AIM,Yes,8.77
1652,08/04/2010,CALCULUS VCT PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,8.7
1653,02/07/2015,HUNTERS PROPERTY PLC,,Real Estate,Real Estate,United Kingdom,Europe,AIM,No,8.69
1654,05/04/2017,SKINBIOTHERAPEUTICS PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,8.65
1655,04/06/1947,BRITISH & AMERICAN INVESTMENT TRUST PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,8.63
1656,26/07/2016,SEC NEWGATE S.P.A.,,Consumer Discretionary,Media,Italy,Europe,AIM,Yes,8.61
1657,10/07/2006,GEIGER COUNTER LIMITED,,Financials,Financial Services,Jersey,Europe,ADMISSION TO TRADING ONLY,No,8.57
1658,03/02/2016,ZOETIC INTERNATIONAL PLC,,Energy,Energy,United Kingdom,Europe,MAIN MARKET,No,8.57
1659,22/08/1996,WALKER CRIPS GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,8.52
1660,14/07/2011,600 GROUP PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,8.51
1661,08/12/1999,CATENA GROUP PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,8.51
1662,12/05/2014,LIMITLESS EARTH PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,8.5
1663,23/06/2008,CADOGAN PETROLEUM PLC,,Energy,Energy,United Kingdom,Europe,MAIN MARKET,No,8.49
1664,06/04/2004,ROBINSON PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,8.47
1665,22/12/2014,GFINITY PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM,No,8.39
1666,07/10/2010,MERCANTILE PORTS & LOGISTICS LIMITED,,Industrials,Industrial Goods and Services,Guernsey,Europe,AIM,No,8.38
1667,21/06/2007,WESTMINSTER GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,8.37
1668,17/01/2008,INFRASTRATA PLC,,Utilities,Utilities,United Kingdom,Europe,AIM,No,8.25
1669,18/12/2006,KEFI MINERALS PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,8.18
1670,22/07/1961,CAFFYNS PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,MAIN MARKET,No,8.16
1671,10/11/2015,UNITED OIL & GAS PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,8.05
1672,14/03/1948,BISICHI PLC,,Energy,Energy,United Kingdom,Europe,MAIN MARKET,No,8.01
1673,18/03/2015,REVOLUTION BARS GROUP PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET,No,8
1674,29/07/2008,THALASSA HOLDINGS LIMITED,,Energy,Energy,British Virgin Islands,North America,MAIN MARKET,Yes,7.99
1675,12/12/2007,ASHMORE GLOBAL OPPORTUNITIES LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,7.92
1676,15/03/2006,AMUR MINERALS CORPORATION,,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM,Yes,7.78
1677,02/05/2014,SAFESTAY PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM,No,7.76
1678,27/07/2004,VICTORIA OIL & GAS PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,7.71
1679,17/09/2015,ALTERNATIVE LIQUIDITY FUND LIMITED,,Financials,Financial Services,Guernsey,Europe,MAIN MARKET,No,7.69
1680,25/07/2017,I3 ENERGY PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,7.65
1681,19/04/2002,SENECA GROWTH CAPITAL VCT PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,7.6
1682,21/12/2004,MIRADA PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,7.57
1683,22/08/2006,CRIMSON TIDE PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,7.55
1684,21/01/2016,IDE GROUP HOLDINGS PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,7.52
1685,15/12/1999,TRANSENSE TECHNOLOGIES PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,7.5
1686,01/08/2007,SECURE PROPERTY DEVELOPMENT & INVESTMENT PLC,,Real Estate,Real Estate,Cyprus,Europe,AIM,Yes,7.43
1687,06/04/2005,LANDORE RESOURCES LIMITED,,Basic Materials,Basic Resources,Guernsey,Europe,AIM,No,7.4
1688,02/05/2007,THE LOCAL SHOPPING REIT PLC,,Real Estate,Real Estate,United Kingdom,Europe,MAIN MARKET,No,7.11
1689,11/08/2004,GRAFENIA PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM,No,7.1
1690,20/10/2008,EQTEC PLC,,Energy,Energy,Ireland,Europe,AIM,Yes,7.09
1691,29/04/2014,ROSSLYN DATA TECHNOLOGIES PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,7.04
1692,04/11/2004,W RESOURCES PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,7.04
1693,30/03/2000,FISKE PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,7.02
1694,12/03/2001,CATHAY INTERNATIONAL HOLDINGS LD,,Health Care,Health Care,Bermuda,North America,MAIN MARKET,Yes,7
1695,17/01/2008,EGDON RESOURCES PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,6.98
1696,27/09/2000,TANDEM GROUP PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM,No,6.92
1697,03/08/1995,UNIVERSE GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,6.9
1698,30/06/2005,OVOCA BIO PLC,,Health Care,Health Care,Ireland,Europe,AIM,Yes,6.89
1699,18/04/2013,ONE MEDIA IP GROUP PLC,,Consumer Discretionary,Media,United Kingdom,Europe,AIM,No,6.88
1700,10/12/2012,PREMIER AFRICAN MINERALS LIMITED,,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM,Yes,6.86
1701,25/03/2004,GOLDSTONE RESOURCES LIMITED,,Basic Materials,Basic Resources,Jersey,Europe,AIM,No,6.75
1702,30/11/2015,TLOU ENERGY LIMITED,,Energy,Energy,Australia,Pacific,AIM,Yes,6.75
1703,14/12/2016,ECSC GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,6.69
1704,19/09/2000,STANLEY GIBBONS GROUP PLC,,Consumer Discretionary,Retail,Jersey,Europe,AIM,No,6.62
1705,25/03/2014,XEROS TECHNOLOGY GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,6.61
1706,08/06/2011,STRATEGIC MINERALS PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,6.6
1707,07/12/2004,BOWLEVEN PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,6.58
1708,08/11/2001,DELTEX MEDICAL GROUP PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,6.56
1709,29/11/2005,TRAKM8 HOLDINGS PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,6.5
1710,30/09/2004,PITTARDS PLC,,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM,No,6.46
1711,30/06/2005,CLONTARF ENERGY PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,6.45
1712,02/10/2000,HEATH (SAMUEL) & SONS PLC,,Industrials,Construction and Materials,United Kingdom,Europe,AIM,No,6.34
1713,28/07/2017,QUIZ PLC,,Consumer Discretionary,Retail,Jersey,Europe,AIM,No,6.21
1714,18/05/2017,VELOCITY COMPOSITES PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,6.12
1715,24/03/2005,NEW CENTURY AIM VCT PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,6.11
1716,18/11/2008,ARGO GROUP LIMITED,,Financials,Financial Services,Isle of Man,Europe,AIM,No,6.04
1717,12/07/2018,IMMOTION GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,6.02
1718,15/06/1998,RTC GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,6
1719,08/12/2014,MIDATECH PHARMA PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,5.99
1720,19/10/2018,SUMMERWAY CAPITAL PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,5.98
1721,04/03/2008,POLO RESOURCES LIMITED,,Financials,Financial Services,British Virgin Islands,North America,AIM,Yes,5.95
1722,19/09/2019,NATIONAL WORLD PLC,,Technology,Technology,United Kingdom,Europe,MAIN MARKET,No,5.94
1723,18/04/2013,CAMBRIDGE COGNITION HOLDINGS PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,5.92
1724,07/12/2018,HONYE FINANCIAL SERVICES LIMITED,,Financials,Financial Services,Cayman Islands,North America,MAIN MARKET,Yes,5.91
1725,09/10/2017,CORA GOLD LIMITED,,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM,Yes,5.89
1726,28/11/2019,LONGBOAT ENERGY PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,5.8
1727,06/03/2015,BILBY PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,5.73
1728,23/02/2006,DCD MEDIA PLC,,Consumer Discretionary,Media,United Kingdom,Europe,AIM,No,5.72
1729,07/06/2005,N4 PHARMA PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,5.63
1730,04/01/2006,PRIME PEOPLE PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,5.61
1731,06/03/2007,CAMBIUM GLOBAL TIMBERLAND LIMITED,,Basic Materials,Basic Resources,Jersey,Europe,AIM,No,5.6
1732,10/06/2014,7DIGITAL GROUP PLC,,Consumer Discretionary,Retail,United Kingdom,Europe,AIM,No,5.52
1733,20/09/2002,NEWMARK SECURITY PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,5.51
1734,30/01/2017,RAINBOW RARE EARTHS LIMITED,,Basic Materials,Basic Resources,Guernsey,Europe,MAIN MARKET,No,5.51
1735,25/04/2018,UAE OIL SERVICES PLC,,Financials,Financial Services,Isle of Man,Europe,MAIN MARKET,No,5.5
1736,15/04/2016,OSIRIUM TECHNOLOGIES PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,5.46
1737,19/05/2008,CHARIOT OIL & GAS LIMITED,,Energy,Energy,Guernsey,Europe,AIM,No,5.42
1738,24/02/2017,CORO ENERGY PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,5.35
1739,10/01/2017,GRAND VISION MEDIA HOLDINGS PLC,,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET,No,5.3
1740,03/03/2011,INFRASTRUCTURE INDIA PLC,,Financials,Financial Services,Isle of Man,Europe,AIM,No,5.29
1741,07/09/2016,INNOVADERMA PLC,,Consumer Staples,"Personal Care, Drug and Grocery Stores",United Kingdom,Europe,MAIN MARKET,No,5.29
1742,12/11/2013,BRAVE BISON GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,5.2
1743,23/03/2007,EIH PLC,,Financials,Financial Services,Isle of Man,Europe,AIM,No,5.2
1744,26/07/2006,GOLDPLAT PLC,,Basic Materials,Basic Resources,United Kingdom,Europe,AIM,No,5.19
1745,05/07/2013,PARITY GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,5.13
1746,03/08/2010,OCTAGONAL PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,5.12
1747,07/09/2015,HARVEST MINERALS LIMITED,,Basic Materials,Basic Resources,Australia,Pacific,AIM,Yes,5.11
1748,06/09/2006,SMARTSPACE SOFTWARE PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,5.09
1749,09/11/2015,HEMOGENYX PHARMACEUTICALS PLC,,Health Care,Health Care,United Kingdom,Europe,MAIN MARKET,No,5.06
1750,30/04/2003,DIGITALBOX PLC,,Consumer Discretionary,Media,United Kingdom,Europe,AIM,No,5.05
1751,13/02/2007,CEPS PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,5.02
1752,10/12/2014,COLLAGEN SOLUTIONS PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,4.99
1753,19/01/2018,SURE VENTURES PLC,,Financials,Financial Services,United Kingdom,Europe,MAIN MARKET,No,4.99
1754,15/06/2005,BILLING SERVICES GROUP LIMITED,,Industrials,Industrial Goods and Services,Bermuda,North America,AIM,Yes,4.94
1755,06/09/2006,FASTJET PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM,No,4.94
1756,10/08/2017,VERDITEK PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,4.94
1757,04/04/2014,TEKCAPITAL PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,4.93
1758,25/09/2002,TWO SHIELDS INVESTMENTS PLC,,Financials,Financial Services,United Kingdom,Europe,AIM,No,4.86
1759,21/10/2015,EVGEN PHARMA PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,4.81
1760,06/10/1997,ACTIVE ENERGY GROUP PLC,,Energy,Energy,United Kingdom,Europe,AIM,No,4.77
1761,11/01/2017,ZENITH ENERGY LTD.,,Energy,Energy,Canada,North America,MAIN MARKET,Yes,4.76
1762,19/12/2016,BIG SOFA TECHNOLOGIES GROUP PLC,,Technology,Technology,United Kingdom,Europe,AIM,No,4.75
1763,20/11/2013,APPLIED GRAPHENE MATERIALS PLC,,Basic Materials,Chemicals,United Kingdom,Europe,AIM,No,4.7
1764,04/04/2005,EENERGY GROUP PLC,,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM,No,4.65
1765,21/06/2016,COMPTOIR GROUP PLC,,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM,No,4.6
1766,30/07/2001,ZINC MEDIA GROUP PLC,,Consumer Discretionary,Media,United Kingdom,Europe,AIM,No,4.57
1767,30/06/2016,B90 HOLDINGS PLC,,Consumer Discretionary,Travel and Leisure,Isle of Man,Europe,AIM,No,4.55
1768,26/07/2005,ADAMS PLC,,Real Estate,Real Estate,Isle of Man,Europe,AIM,No,4.54
1769,29/06/2010,TISSUE REGENIX GROUP PLC,,Health Care,Health Care,United Kingdom,Europe,AIM,No,4.39
1770,27/09/2006,PETRONEFT RESOURCES PLC,,Energy,Energy,Ireland,Europe,AIM,Yes,4.35
